0	26.89
600	26.85
1200	26.2
1800	22.67
2400	19.65
3000	18.1
3600	17.29
4200	16.08
4800	15.56
5400	15.07
6000	14.59
6600	14.92
7200	14.87
7800	14.2
8400	13.76
9000	13.61
9600	13.22
10200	13.11
10800	13.26
11400	13.04
12000	12.87
12600	12.59
13200	12.39
13800	12.15
14400	11.79
15000	12.3
15600	14.07
16200	14.07
16800	14.53
17400	15.39
18000	14.94
18600	14.74
19200	14.55
19800	14.37
20400	13.94
21000	13.57
